event_id,timestamp,user_id,action,entity_type,entity_id,source_ip,user_agent,status,details,masked_data,signature
06a84bd0-ec3e-4d1d-9e61-56c676f51dd7,2025-10-20T00:18:06.734683+00:00,2,login,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0",SUCCESS,User logged in successfully,false,SHA256:e48a4b414506fd9a57284d55ef6fee8ec4bf28cfb4b3bb7bc9f81cb510673cd2
48d0d930-aed4-4d54-a944-67c6b57101d7,2025-10-20T00:43:07.273352+00:00,2,login,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0",SUCCESS,User logged in successfully,false,SHA256:69a609437d5e85fd67e92fb32d19e6934d24d9aa0c4f873121ea8f27d00719ac
7fbb6a4e-c022-443b-b577-c8f7ddb611e5,2025-10-20T00:46:31.653212+00:00,2,login,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0",SUCCESS,User logged in successfully,false,SHA256:e9269f5d1eb3c7b11d7b399ea9b409471b7a008eaaaeaf9b83a60fcf28093c92
b4adf9b0-a17f-4bb9-b459-9e0b8799b73e,2025-10-20T00:50:41.032994+00:00,2,create_league_attempt,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0",PENDING,league=Liga de ALEEEE,false,SHA256:a06a77575fc0731288e9aa8ab705e095ad702b602757180d5717eb6e95dcb0c5
afb4eab1-7bf1-4fd0-a13b-5d2b93cd260e,2025-10-20T00:51:01.240058+00:00,2,create_league_attempt,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 OPR/122.0.0.0",PENDING,league=Segunda PRueba,false,SHA256:097bc7e8d35ed4353334755975f3f78fd95c8ece94690f0236acf3822730763a
4d867490-4deb-492c-af62-068172d04a9a,2025-10-23T00:52:43.903973+00:00,1,register,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User registered successfully,false,SHA256:95dabb54a6378370f92fb19bb76da9bf00f8be1d1a89e4584ee528dc5eafd0c1
3ee0c703-ecac-475b-b614-d9ca5b2fdc8b,2025-10-23T00:52:52.181085+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:796a43913a17714accd06fe1710394861571fd3469e5fef88eee59ed60b4d390
a70c517f-13cd-4939-a969-5a12b5f3ccc0,2025-10-23T23:42:35.887313+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:18a3079cf26ed63a25c628539b0d786433380829c3d41ca960ecdacfeb4978bb
dbe6d7d7-5dd2-4d6c-a3c5-0d1b240c792d,2025-10-23T23:49:49.756590+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:6832f97ecfaabfec1af949cc2c6d076687d73c5848e1cf873de264375438f8ea
ccbffe28-2ba4-4e9d-baf4-fab2fdc9f4ad,2025-10-23T23:53:02.606050+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:961cdf522a988a05dacfe7e2ee015a797c149202b350ab2038843fa28e66ddc0
5fcb4b13-7e9c-4235-a020-37d344dd31c2,2025-10-23T23:57:00.365075+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:4ce558a8857c0957c942bd5b3438ddbc685f012bee6dea2874b22c43fa3b67f0
4b658605-a0b8-4a79-aaa4-9f8269d2450a,2025-10-23T23:57:08.998783+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:b8f3eb93e7959b690edeb94930703f3c22e9fb0a4a4281444275d7bc3104ab6a
31352faa-f6a3-4477-881c-4b348050cf15,2025-10-23T23:58:29.431144+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:742bddfc69a392ec7bb63fd5c0411cb68926f0194ea3b4876fd615bd27eb6974
153e5f27-83a7-40f6-8d0b-386989efbaa1,2025-10-24T00:16:09.102769+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:d67f9d0d2b43a5969db72284b98fc939602a507f3660aee1896a6d73213014ff
4ec33222-1a68-4cfe-b735-759cee94f724,2025-10-24T00:35:25.458557+00:00,1,create_league_attempt,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,PENDING,league=12323112,false,SHA256:200a1c5f2be5d3af57e498de8b2e324f0f1b7b7bcbaae56bf0016e5edfddc71f
cabcbadc-58cc-43eb-b4f5-cf419fb25c1c,2025-10-24T00:35:41.333658+00:00,1,create_league_attempt,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,PENDING,league=12323112,false,SHA256:a9339c34bd0ccb995381ada88b5c44e87c3909f08e7e18b9344393cf14c9c6c3
b6bbd113-c974-4b2c-9680-c67f4b94a5eb,2025-10-24T00:37:07.129039+00:00,1,login,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0,SUCCESS,User logged in successfully,false,SHA256:a3ea70141768895006c3b6dd5f85fdb0246147c5761e94d331e6f43eb120423e
